ID_Cliente,grupo_edad,region,nivel_ingresos,horas_conectado,clics_en_productos,uso_cupones,compra_realizada,total_compra
CL13321,18-25,Puno,medio,4.0,1,2,0,0.0
CL13322,36-45,Lima,alto,2.55,7,1,1,1216.36
CL13323,18-25,Madre de Dios,alto,0.31,2,2,1,1052.81
CL13324,46-60,Piura,medio,2.88,4,2,1,299.96
CL13325,36-45,Ayacucho,alto,1.02,3,2,1,619.11
CL13326,18-25,Loreto,medio,1.13,6,3,1,517.35
CL13327,26-35,Tacna,medio,1.03,4,3,0,0.0
CL13328,60+,Lima,medio,3.21,6,3,1,754.22
CL13329,18-25,Cajamarca,medio,1.05,5,1,1,326.57
CL13330,18-25,Ayacucho,medio,3.49,2,2,0,0.0
CL13331,26-35,Huancavelica,medio,3.31,2,2,0,0.0
CL13332,46-60,Arequipa,alto,1.64,8,0,0,0.0
CL13333,26-35,Lima,medio,2.98,2,3,0,0.0
CL13334,18-25,Apurímac,bajo,3.68,9,0,1,902.69
CL13335,46-60,Cusco,bajo,1.92,5,3,1,481.24
CL13336,36-45,Lima,alto,3.73,4,2,1,1682.21
CL13337,18-25,Lima,alto,2.67,7,4,0,0.0
CL13338,26-35,Lima,medio,1.81,2,1,1,674.02
CL13339,36-45,Loreto,alto,3.33,2,4,1,1928.04
CL13340,60+,Áncash,alto,1.77,7,3,1,1704.95
CL13341,36-45,Apurímac,alto,3.89,10,3,0,0.0
CL13342,26-35,Áncash,medio,1.35,5,3,0,0.0
CL13343,36-45,Lambayeque,medio,3.81,5,0,1,1189.34
CL13344,26-35,Áncash,bajo,2.72,4,2,0,0.0
CL13345,18-25,Madre de Dios,alto,3.21,7,3,1,678.98
CL13346,46-60,Cusco,alto,2.11,8,0,1,1668.76
CL13347,60+,Tumbes,medio,2.89,6,1,1,924.75
CL13348,46-60,Lima,medio,0.0,5,0,0,0.0
CL13349,46-60,Lima,medio,2.72,6,0,1,740.69
CL13350,46-60,Moquegua,medio,1.19,7,4,1,750.13
CL13351,26-35,Loreto,bajo,3.25,3,3,1,532.42
CL13352,26-35,Lima,medio,1.97,2,0,1,571.9
CL13353,60+,Tacna,bajo,1.96,3,0,0,0.0
CL13354,26-35,Lambayeque,alto,1.34,4,3,1,1742.77
CL13355,26-35,Pasco,medio,2.68,4,3,1,315.97
CL13356,26-35,La Libertad,alto,1.65,5,3,1,1926.82
CL13357,26-35,Piura,medio,2.45,5,3,0,0.0
CL13358,18-25,Huancavelica,bajo,2.17,3,3,0,0.0
CL13359,60+,Huánuco,bajo,1.48,6,0,0,0.0
CL13360,26-35,Lima,alto,2.11,3,2,0,0.0
CL13361,60+,Callao,medio,1.91,3,0,1,594.8
CL13362,36-45,Cusco,bajo,3.47,6,0,1,473.41
CL13363,18-25,Huánuco,bajo,3.64,3,2,0,0.0
CL13364,26-35,Lima,medio,1.18,6,0,0,0.0
CL13365,18-25,San Martín,medio,2.69,5,2,1,840.15
CL13366,18-25,Lima,bajo,2.22,7,0,1,272.4
CL13367,36-45,Piura,medio,1.62,2,2,0,0.0
CL13368,60+,Lima,medio,2.65,5,3,0,0.0
CL13369,18-25,Apurímac,medio,2.97,2,1,0,0.0
CL13370,46-60,Arequipa,alto,0.0,5,2,1,356.92
CL13371,36-45,Lima,medio,3.5,7,4,1,1206.28
CL13372,46-60,Ica,alto,3.21,4,3,1,1633.13
CL13373,36-45,Cusco,bajo,2.47,4,1,0,0.0
CL13374,46-60,Lima,bajo,1.62,4,1,0,0.0
CL13375,46-60,Lima,bajo,2.99,7,4,0,0.0
CL13376,18-25,La Libertad,medio,1.85,8,3,1,299.94
CL13377,18-25,Pasco,alto,3.77,8,4,1,1446.59
CL13378,36-45,Madre de Dios,alto,3.4,5,4,0,0.0
CL13379,60+,Madre de Dios,medio,2.52,5,1,0,0.0
CL13380,18-25,Ucayali,medio,1.69,9,3,1,1162.72
CL13381,18-25,Huánuco,medio,3.0,4,4,1,1206.12
CL13382,26-35,Lima,medio,3.29,4,4,0,0.0
CL13383,18-25,Puno,bajo,2.17,4,0,1,833.51
CL13384,60+,Lima,medio,2.91,10,2,1,744.99
CL13385,26-35,Pasco,medio,2.02,3,0,1,396.42
CL13386,46-60,Lambayeque,bajo,0.76,4,4,0,0.0
CL13387,46-60,Lima,bajo,0.84,4,3,0,0.0
CL13388,26-35,Áncash,bajo,2.66,6,1,0,0.0
CL13389,26-35,Ucayali,medio,4.02,0,2,1,376.94
CL13390,26-35,Pasco,bajo,1.53,3,0,1,568.16
CL13391,36-45,Puno,medio,1.7,6,1,0,0.0
CL13392,60+,Loreto,medio,2.8,5,2,1,723.45
CL13393,60+,Cajamarca,medio,2.54,3,2,1,569.8
CL13394,46-60,Amazonas,alto,2.79,5,3,1,272.05
CL13395,46-60,Puno,medio,3.02,3,2,0,0.0
CL13396,46-60,La Libertad,medio,2.48,1,2,1,902.89
CL13397,18-25,Huancavelica,alto,2.64,2,1,1,892.87
CL13398,46-60,Lima,medio,1.37,7,2,1,672.54
CL13399,26-35,Lambayeque,alto,2.08,5,3,0,0.0
CL13400,46-60,Lima,medio,3.76,5,2,0,0.0
CL13401,26-35,Lima,bajo,2.97,10,2,1,983.06
CL13402,36-45,Loreto,medio,2.78,6,1,0,0.0
CL13403,18-25,Puno,bajo,1.63,3,1,0,0.0
CL13404,18-25,Callao,bajo,1.7,10,4,1,629.67
CL13405,60+,Ica,bajo,1.43,4,3,0,0.0
CL13406,36-45,Lambayeque,bajo,0.66,5,4,0,0.0
CL13407,26-35,Tumbes,medio,2.23,5,2,1,1133.18
CL13408,36-45,Junín,alto,2.11,6,1,1,1020.91
CL13409,18-25,La Libertad,alto,2.68,6,1,0,0.0
CL13410,26-35,Lima,bajo,3.54,2,4,0,0.0
CL13411,36-45,Lambayeque,medio,1.87,5,4,0,0.0
CL13412,18-25,Tumbes,bajo,3.75,4,3,1,947.0
CL13413,26-35,San Martín,medio,3.01,7,2,1,230.48
CL13414,26-35,Lima,alto,3.92,5,4,0,0.0
CL13415,18-25,Lima,bajo,1.36,2,4,1,547.99
CL13416,26-35,Áncash,alto,3.67,5,0,1,366.3
CL13417,18-25,Loreto,alto,1.83,8,2,1,1729.85
CL13418,46-60,Loreto,medio,1.7,3,1,0,0.0
CL13419,46-60,Junín,medio,2.44,2,4,0,0.0
CL13420,26-35,Cusco,medio,1.65,2,2,0,0.0
CL13421,26-35,Tacna,alto,2.93,6,4,1,1475.51
CL13422,18-25,Lambayeque,medio,3.34,7,3,1,203.91
CL13423,26-35,Lima,medio,2.99,4,1,0,0.0
CL13424,60+,Áncash,medio,2.44,2,3,1,1121.84
CL13425,46-60,Lambayeque,medio,3.68,5,2,1,611.58
CL13426,26-35,Piura,alto,2.93,8,0,1,342.64
CL13427,26-35,La Libertad,alto,2.35,3,0,1,712.96
CL13428,36-45,Lima,medio,2.37,6,4,0,0.0
CL13429,26-35,Callao,medio,1.62,6,4,1,1171.63
CL13430,60+,Lambayeque,alto,1.54,7,3,0,0.0
CL13431,46-60,Tacna,bajo,2.05,4,0,0,0.0
CL13432,36-45,Lima,medio,1.45,3,4,0,0.0
CL13433,18-25,San Martín,medio,1.35,2,1,0,0.0
CL13434,18-25,San Martín,medio,1.58,6,2,0,0.0
CL13435,46-60,Tumbes,medio,3.57,1,1,0,0.0
CL13436,18-25,San Martín,medio,1.69,0,1,0,0.0
CL13437,60+,Amazonas,medio,3.32,6,1,0,0.0
CL13438,26-35,Tacna,bajo,1.86,5,4,1,899.17
CL13439,46-60,Ayacucho,bajo,2.69,4,1,0,0.0
CL13440,36-45,Áncash,bajo,1.69,8,1,0,0.0
CL13441,26-35,Áncash,bajo,2.7,2,0,0,0.0
CL13442,18-25,Junín,medio,4.78,5,2,1,185.28
CL13443,18-25,Lima,medio,1.8,4,1,0,0.0
CL13444,36-45,La Libertad,bajo,2.21,1,3,0,0.0
CL13445,60+,Amazonas,medio,1.31,8,3,1,567.35
CL13446,36-45,Lima,medio,3.6,6,2,1,880.57
CL13447,46-60,Lima,bajo,3.76,4,4,1,890.1
CL13448,36-45,Moquegua,medio,1.57,4,3,0,0.0
CL13449,18-25,Huancavelica,medio,2.34,5,3,1,1085.21
CL13450,60+,Callao,bajo,2.92,5,2,0,0.0
CL13451,60+,Huancavelica,bajo,2.57,7,2,0,0.0
CL13452,36-45,Huánuco,alto,1.57,6,3,1,1105.64
CL13453,46-60,Lima,medio,1.53,6,4,1,328.3
CL13454,18-25,Lima,medio,1.27,7,0,1,277.26
CL13455,26-35,Ica,medio,3.52,9,2,0,0.0
CL13456,60+,Junín,alto,3.16,3,3,1,575.42
CL13457,36-45,Junín,alto,4.17,10,4,1,859.53
CL13458,46-60,Ucayali,medio,1.49,4,4,1,387.51
CL13459,46-60,Cusco,medio,2.8,2,0,0,0.0
CL13460,18-25,Piura,medio,2.64,2,1,1,857.37
CL13461,60+,Loreto,bajo,2.87,6,1,1,883.6
CL13462,18-25,Amazonas,alto,3.11,5,2,1,1099.4
CL13463,26-35,Ucayali,medio,5.7,5,0,0,0.0
CL13464,26-35,Moquegua,medio,5.66,5,3,1,628.35
CL13465,26-35,Lima,alto,2.86,4,1,1,271.97
CL13466,46-60,La Libertad,bajo,4.11,9,1,1,859.56
CL13467,60+,Lima,bajo,1.64,7,2,0,0.0
CL13468,18-25,Huancavelica,medio,2.4,5,3,0,0.0
CL13469,18-25,Áncash,medio,1.7,4,0,1,1259.08
CL13470,26-35,Piura,medio,2.75,3,3,0,0.0
CL13471,60+,San Martín,bajo,3.03,5,3,1,849.82
CL13472,60+,Cajamarca,medio,4.8,6,3,0,0.0
CL13473,36-45,Pasco,bajo,1.57,10,0,0,0.0
CL13474,60+,Madre de Dios,medio,3.83,3,1,0,0.0
CL13475,60+,Cajamarca,bajo,2.09,10,4,0,0.0
CL13476,18-25,Lambayeque,medio,1.94,5,1,0,0.0
CL13477,60+,Lambayeque,alto,2.26,2,1,1,1931.84
CL13478,60+,Moquegua,alto,4.48,6,0,1,1780.83
CL13479,18-25,Piura,medio,0.54,4,1,1,381.88
CL13480,60+,Arequipa,medio,2.95,6,1,0,0.0
CL13481,18-25,Lima,medio,3.63,4,3,0,0.0
CL13482,36-45,Moquegua,medio,1.53,3,4,0,0.0
CL13483,46-60,Pasco,alto,3.03,5,0,0,0.0
CL13484,18-25,Ayacucho,alto,1.78,5,2,0,0.0
CL13485,18-25,Lima,alto,4.46,11,0,0,0.0
CL13486,60+,Puno,alto,1.21,3,3,1,1390.52
CL13487,18-25,Ica,bajo,3.08,5,1,1,579.75
CL13488,26-35,Lambayeque,medio,2.07,3,4,1,357.46
CL13489,26-35,Pasco,alto,2.36,9,2,0,0.0
CL13490,36-45,Apurímac,alto,2.21,4,2,1,1714.06
CL13491,18-25,Puno,alto,3.61,4,1,1,1766.94
CL13492,60+,Huánuco,medio,2.69,6,1,1,382.22
CL13493,60+,Amazonas,medio,1.09,9,3,0,0.0
CL13494,46-60,Cusco,bajo,2.88,5,4,1,590.28
CL13495,36-45,Apurímac,medio,2.78,3,2,0,0.0
CL13496,60+,Apurímac,medio,3.55,5,2,1,186.13
CL13497,46-60,Loreto,alto,2.85,12,0,1,592.54
CL13498,60+,Callao,alto,0.99,10,2,1,1074.02
CL13499,46-60,Tacna,medio,3.69,3,3,0,0.0
CL13500,26-35,Lima,bajo,3.65,12,2,0,0.0
CL13501,26-35,Lima,medio,3.04,2,1,0,0.0
CL13502,60+,Lambayeque,medio,2.8,2,2,0,0.0
CL13503,36-45,Loreto,bajo,2.89,4,2,0,0.0
CL13504,18-25,Lima,bajo,3.67,10,3,0,0.0
CL13505,36-45,Ayacucho,alto,3.88,5,3,1,1916.87
CL13506,36-45,San Martín,bajo,3.05,4,2,1,477.54
CL13507,18-25,Lambayeque,bajo,3.15,6,4,0,0.0
CL13508,26-35,Apurímac,medio,2.71,2,2,0,0.0
CL13509,26-35,Lima,alto,4.92,4,2,0,0.0
CL13510,18-25,Lima,alto,0.47,4,0,0,0.0
CL13511,46-60,Huancavelica,alto,1.85,5,2,0,0.0
CL13512,36-45,Pasco,medio,1.72,8,0,0,0.0
CL13513,60+,Lima,medio,4.62,2,1,1,274.63
CL13514,26-35,Lima,alto,2.3,6,4,1,600.76
CL13515,60+,Lambayeque,medio,0.52,2,3,0,0.0
CL13516,18-25,Tumbes,medio,1.71,5,0,1,865.17
CL13517,60+,Huancavelica,medio,3.07,8,3,1,1216.4
CL13518,60+,Lima,alto,2.55,3,3,1,1763.87
CL13519,36-45,Huánuco,alto,2.42,6,0,1,1716.65
CL13520,18-25,Madre de Dios,medio,2.72,2,2,0,0.0
CL13521,60+,Áncash,medio,3.66,9,3,1,176.88
CL13522,26-35,Áncash,alto,3.44,3,2,1,1257.18
CL13523,18-25,Pasco,bajo,1.7,8,3,0,0.0
CL13524,26-35,Lambayeque,medio,2.82,5,0,0,0.0
CL13525,46-60,Ica,medio,4.07,6,4,0,0.0
CL13526,60+,Lima,medio,2.74,7,4,1,670.78
CL13527,18-25,Loreto,medio,1.93,4,2,1,773.21
CL13528,26-35,Callao,medio,1.37,4,3,0,0.0
CL13529,60+,Cajamarca,medio,2.75,3,3,1,131.77
CL13530,36-45,Tumbes,alto,2.3,3,0,1,1085.89
CL13531,26-35,Lima,medio,2.29,6,3,1,1248.64
CL13532,26-35,La Libertad,alto,2.73,12,2,1,983.05
CL13533,46-60,Pasco,medio,1.83,6,3,0,0.0
CL13534,36-45,Lima,medio,3.79,6,1,1,559.14
CL13535,46-60,Cusco,medio,2.43,6,0,1,1280.63
CL13536,36-45,Callao,medio,4.49,5,4,1,877.45
CL13537,26-35,La Libertad,bajo,3.53,3,4,1,447.43
CL13538,46-60,Puno,medio,2.42,10,1,0,0.0
CL13539,60+,Áncash,alto,1.22,5,2,1,1150.4
CL13540,36-45,Callao,medio,3.16,6,0,0,0.0
CL13541,26-35,San Martín,medio,2.97,6,1,0,0.0
CL13542,18-25,Arequipa,bajo,1.8,5,2,1,391.28
CL13543,36-45,Lima,bajo,1.35,5,3,0,0.0
CL13544,36-45,Callao,medio,2.49,10,3,0,0.0
CL13545,60+,Lima,bajo,2.73,4,0,0,0.0
CL13546,36-45,La Libertad,bajo,2.66,0,4,0,0.0
CL13547,36-45,Arequipa,medio,2.5,5,4,0,0.0
CL13548,60+,Lima,medio,3.7,7,0,1,855.7
CL13549,60+,Lima,bajo,1.86,4,1,0,0.0
CL13550,46-60,Lima,bajo,4.4,6,1,1,722.71
CL13551,26-35,Lima,bajo,0.83,5,0,0,0.0
CL13552,26-35,Lima,bajo,1.77,4,0,0,0.0
CL13553,46-60,Lima,bajo,1.31,8,2,1,642.51
CL13554,26-35,Lima,medio,2.72,4,0,1,484.46
CL13555,36-45,Loreto,medio,2.9,5,1,1,1092.38
CL13556,46-60,Lima,medio,4.25,3,3,1,1145.13
CL13557,46-60,Lima,alto,2.71,6,4,0,0.0
CL13558,26-35,Ayacucho,medio,3.35,4,0,0,0.0
CL13559,18-25,Callao,bajo,1.41,7,1,0,0.0
CL13560,26-35,Huancavelica,bajo,1.12,0,2,0,0.0
CL13561,18-25,Tacna,alto,3.81,3,1,0,0.0
CL13562,46-60,Moquegua,alto,3.44,3,3,1,1451.01
CL13563,18-25,Lima,bajo,2.74,4,3,0,0.0
CL13564,36-45,Huancavelica,bajo,1.62,4,2,0,0.0
CL13565,60+,Arequipa,medio,4.93,6,2,1,225.44
CL13566,18-25,San Martín,medio,3.33,3,4,0,0.0
CL13567,60+,San Martín,medio,1.81,2,1,1,501.02
CL13568,36-45,Arequipa,medio,2.55,7,3,0,0.0
CL13569,60+,Pasco,bajo,1.04,10,4,1,559.94
CL13570,36-45,Lima,bajo,2.62,5,0,0,0.0
CL13571,60+,Ica,medio,2.04,7,3,0,0.0
CL13572,60+,Madre de Dios,alto,4.89,3,3,1,1808.53
CL13573,26-35,Lima,bajo,3.26,5,0,1,354.74
CL13574,18-25,Moquegua,medio,0.0,3,4,1,488.56
CL13575,60+,Apurímac,medio,4.34,5,2,0,0.0
CL13576,46-60,Ica,bajo,2.9,6,4,0,0.0
CL13577,26-35,Ica,alto,4.04,5,3,0,0.0
CL13578,18-25,Ica,medio,2.78,3,3,0,0.0
CL13579,26-35,Lima,medio,2.65,3,2,0,0.0
CL13580,18-25,Huánuco,medio,1.67,2,0,1,239.94
CL13581,36-45,Lima,bajo,3.15,5,3,1,735.83
CL13582,60+,Junín,medio,3.59,8,1,1,811.45
CL13583,46-60,Madre de Dios,medio,0.75,5,3,1,1226.19
CL13584,26-35,Lima,bajo,1.68,2,2,0,0.0
CL13585,26-35,Lima,medio,1.27,6,1,0,0.0
CL13586,26-35,Callao,bajo,4.28,4,3,0,0.0
CL13587,26-35,Ica,bajo,3.62,4,1,0,0.0
CL13588,60+,Amazonas,medio,2.14,6,3,0,0.0
CL13589,18-25,Arequipa,bajo,3.58,3,4,0,0.0
CL13590,60+,Huancavelica,medio,1.13,5,2,1,1286.88
CL13591,36-45,Apurímac,alto,2.8,9,2,1,377.58
CL13592,60+,Lima,bajo,3.43,5,0,1,356.29
CL13593,60+,Ucayali,medio,1.96,1,3,1,392.49
CL13594,36-45,Arequipa,medio,2.49,3,2,0,0.0
CL13595,60+,Piura,medio,3.0,7,4,1,856.18
CL13596,18-25,Arequipa,medio,3.65,2,3,0,0.0
CL13597,46-60,Lima,medio,0.97,5,1,0,0.0
CL13598,36-45,Lima,bajo,2.33,6,0,0,0.0
CL13599,26-35,San Martín,bajo,1.58,7,4,1,301.54
CL13600,18-25,Arequipa,medio,3.05,8,3,1,1224.08
CL13601,46-60,Ica,bajo,2.19,6,1,1,682.88
CL13602,18-25,Apurímac,alto,3.31,4,3,0,0.0
CL13603,18-25,Lambayeque,medio,1.16,7,1,0,0.0
CL13604,26-35,Tacna,bajo,2.03,2,3,0,0.0
CL13605,46-60,Pasco,bajo,4.5,5,3,0,0.0
CL13606,18-25,Madre de Dios,bajo,2.3,5,3,0,0.0
CL13607,26-35,Lima,medio,3.58,5,1,1,702.83
CL13608,36-45,San Martín,alto,1.44,7,0,1,1403.35
CL13609,26-35,Lima,bajo,1.01,5,3,1,984.86
CL13610,60+,Ayacucho,bajo,3.91,5,1,1,508.09
CL13611,26-35,Piura,medio,3.31,5,0,0,0.0
CL13612,26-35,Huancavelica,bajo,2.08,4,4,0,0.0
CL13613,26-35,Áncash,medio,4.13,2,3,0,0.0
CL13614,18-25,Ayacucho,medio,1.88,4,2,0,0.0
CL13615,46-60,Lima,medio,1.64,6,1,0,0.0
CL13616,26-35,Lima,medio,2.52,6,4,1,525.61
CL13617,26-35,Huancavelica,medio,2.23,1,4,0,0.0
CL13618,60+,Madre de Dios,medio,1.34,3,2,0,0.0
CL13619,60+,Moquegua,bajo,2.38,3,1,1,397.76
CL13620,36-45,Tacna,medio,2.75,6,0,0,0.0
CL13621,36-45,Lima,medio,3.33,7,2,0,0.0
CL13622,60+,Moquegua,bajo,5.16,3,2,1,329.49
CL13623,46-60,Moquegua,bajo,3.72,4,4,1,507.76
CL13624,36-45,Huancavelica,bajo,1.44,3,2,0,0.0
CL13625,46-60,Huánuco,bajo,5.22,5,3,1,702.55
CL13626,60+,Lima,medio,2.55,6,1,0,0.0
CL13627,36-45,Amazonas,bajo,2.83,8,2,0,0.0
CL13628,26-35,Huánuco,medio,1.82,7,0,0,0.0
CL13629,60+,Lima,medio,2.49,8,3,1,1244.01
CL13630,36-45,Arequipa,medio,2.48,4,1,1,486.99
CL13631,46-60,Ayacucho,medio,3.18,7,1,0,0.0
CL13632,46-60,Lima,medio,3.41,4,0,0,0.0
CL13633,36-45,Madre de Dios,bajo,2.12,5,0,1,419.52
CL13634,46-60,Piura,bajo,3.69,1,3,0,0.0
CL13635,36-45,Lima,bajo,1.95,6,3,1,969.77
CL13636,36-45,Lima,medio,3.62,2,0,0,0.0
CL13637,46-60,La Libertad,bajo,1.84,2,3,1,153.29
CL13638,18-25,Callao,medio,1.37,5,2,1,1283.59
CL13639,26-35,Ayacucho,alto,2.2,1,0,0,0.0
CL13640,60+,Pasco,bajo,2.25,3,4,0,0.0
CL13641,26-35,Lima,alto,1.52,7,2,0,0.0
CL13642,60+,Pasco,alto,2.12,5,2,1,838.54
CL13643,60+,Loreto,alto,1.96,6,2,1,1306.9
CL13644,26-35,Callao,alto,2.5,5,2,0,0.0
CL13645,36-45,Lima,bajo,3.05,3,1,0,0.0
CL13646,46-60,Lima,bajo,2.42,5,2,0,0.0
CL13647,18-25,Lambayeque,bajo,1.57,7,0,0,0.0
CL13648,18-25,Lima,bajo,2.14,5,0,1,372.97
CL13649,18-25,Ucayali,medio,3.49,5,2,1,611.36
CL13650,26-35,Piura,alto,1.84,5,1,0,0.0
CL13651,26-35,San Martín,bajo,1.54,2,2,0,0.0
CL13652,36-45,Amazonas,bajo,0.96,7,2,0,0.0
CL13653,18-25,Ayacucho,medio,1.82,7,1,1,386.52
CL13654,36-45,Apurímac,bajo,3.33,8,2,0,0.0
CL13655,18-25,Huancavelica,medio,1.77,10,4,1,308.69
CL13656,26-35,Lima,bajo,2.46,5,0,0,0.0
CL13657,46-60,Lima,alto,2.01,7,1,0,0.0
CL13658,46-60,Lima,medio,1.95,5,1,0,0.0
CL13659,46-60,San Martín,medio,3.81,8,0,0,0.0
CL13660,46-60,Tumbes,bajo,2.35,7,3,0,0.0
CL13661,60+,Cajamarca,alto,1.25,5,4,1,1950.91
CL13662,18-25,Puno,medio,0.97,3,3,1,834.82
CL13663,46-60,Lima,medio,1.44,3,3,0,0.0
CL13664,60+,Lima,alto,1.33,5,2,0,0.0
CL13665,60+,Pasco,medio,3.36,6,0,0,0.0
CL13666,60+,Apurímac,medio,2.29,7,2,0,0.0
CL13667,36-45,San Martín,bajo,2.57,6,4,1,174.85
CL13668,36-45,Lima,medio,2.25,6,2,1,471.78
CL13669,60+,San Martín,alto,2.3,9,0,1,1657.1
CL13670,46-60,Ucayali,bajo,3.44,6,1,0,0.0
CL13671,18-25,Lima,alto,3.52,4,2,1,1104.26
CL13672,26-35,Apurímac,medio,4.29,3,0,0,0.0
CL13673,36-45,Cajamarca,medio,1.62,4,1,0,0.0
CL13674,46-60,Ica,medio,2.11,4,1,0,0.0
CL13675,46-60,Arequipa,bajo,2.69,6,1,1,743.77
CL13676,26-35,Piura,bajo,4.07,6,1,0,0.0
CL13677,26-35,Huánuco,bajo,1.81,6,0,0,0.0
CL13678,46-60,Ucayali,medio,3.45,3,0,1,226.86
CL13679,26-35,Loreto,alto,1.89,7,4,0,0.0
CL13680,46-60,Cajamarca,medio,3.47,6,2,1,582.37
CL13681,26-35,Lima,medio,2.59,4,2,0,0.0
CL13682,26-35,Lima,bajo,1.46,7,1,0,0.0
CL13683,46-60,Lima,medio,2.38,7,2,0,0.0
CL13684,60+,Lima,medio,3.11,2,0,0,0.0
CL13685,46-60,Amazonas,medio,0.0,4,3,1,1185.4
CL13686,18-25,Lima,alto,3.41,3,3,1,1049.47
CL13687,26-35,Lima,alto,1.03,6,4,0,0.0
CL13688,36-45,Pasco,medio,2.28,1,2,1,425.53
CL13689,26-35,Piura,alto,2.39,7,0,0,0.0
CL13690,18-25,Cusco,medio,0.0,7,4,0,0.0
CL13691,36-45,Áncash,alto,1.89,6,1,0,0.0
CL13692,36-45,Loreto,medio,2.92,4,2,0,0.0
CL13693,46-60,Ucayali,bajo,4.36,4,0,0,0.0
CL13694,60+,Lima,alto,3.32,4,1,0,0.0
CL13695,46-60,Huancavelica,bajo,3.41,5,3,1,136.07
CL13696,36-45,Cajamarca,bajo,0.34,3,0,0,0.0
CL13697,36-45,Huánuco,bajo,2.2,4,2,0,0.0
CL13698,60+,Ica,medio,4.32,6,1,0,0.0
CL13699,26-35,Lambayeque,bajo,3.5,2,0,0,0.0
CL13700,60+,Lima,medio,1.99,7,4,1,739.65
CL13701,46-60,Huancavelica,alto,2.61,6,3,1,1462.42
CL13702,26-35,Áncash,bajo,3.48,5,2,0,0.0
CL13703,46-60,Junín,medio,3.45,2,2,1,646.89
CL13704,60+,Puno,bajo,2.37,4,4,1,219.23
CL13705,26-35,Lima,bajo,2.26,7,0,0,0.0
CL13706,60+,Tumbes,medio,2.94,5,0,0,0.0
CL13707,18-25,Lima,alto,3.47,4,3,1,1133.38
CL13708,36-45,Huancavelica,bajo,2.11,4,0,0,0.0
CL13709,26-35,Callao,medio,0.65,5,0,0,0.0
CL13710,36-45,Loreto,bajo,2.42,3,3,1,499.1
CL13711,18-25,Lima,alto,1.24,7,2,0,0.0
CL13712,26-35,Lima,bajo,4.43,8,4,0,0.0
CL13713,36-45,Moquegua,medio,1.55,4,2,0,0.0
CL13714,36-45,Madre de Dios,alto,2.38,4,1,0,0.0
CL13715,26-35,Áncash,medio,1.79,3,3,1,1110.49
CL13716,36-45,Pasco,alto,1.98,9,0,0,0.0
CL13717,36-45,Lima,alto,3.33,7,0,0,0.0
CL13718,26-35,La Libertad,medio,3.55,2,2,1,1100.05
CL13719,36-45,Lima,medio,3.16,2,4,0,0.0
CL13720,36-45,Lima,bajo,3.47,8,1,0,0.0
CL13721,46-60,Ayacucho,alto,1.97,8,0,1,842.14
CL13722,46-60,Lambayeque,bajo,1.4,3,1,0,0.0
CL13723,18-25,Ica,medio,1.75,5,3,1,613.5
CL13724,46-60,Junín,medio,2.93,13,1,0,0.0
CL13725,46-60,Apurímac,medio,3.72,9,2,0,0.0
CL13726,18-25,Cajamarca,bajo,1.27,3,4,0,0.0
CL13727,36-45,Cajamarca,medio,2.14,4,4,1,375.09
CL13728,36-45,Junín,bajo,2.23,6,0,0,0.0
CL13729,46-60,San Martín,bajo,1.73,6,4,0,0.0
CL13730,18-25,Callao,bajo,3.1,8,0,0,0.0
CL13731,36-45,Lambayeque,bajo,3.5,3,0,1,341.63
CL13732,60+,Huánuco,medio,4.95,6,1,0,0.0
CL13733,26-35,Pasco,medio,4.47,3,0,0,0.0
CL13734,26-35,Áncash,bajo,3.29,6,1,0,0.0
CL13735,26-35,Callao,medio,2.04,7,1,0,0.0
CL13736,46-60,Callao,medio,3.21,4,1,0,0.0
CL13737,26-35,Ucayali,medio,0.55,8,2,1,1074.7
CL13738,26-35,Lima,alto,3.16,4,3,0,0.0
CL13739,60+,Ayacucho,bajo,2.87,2,0,1,951.37
CL13740,36-45,Huancavelica,alto,2.58,6,0,0,0.0
CL13741,60+,Cajamarca,medio,1.72,2,3,0,0.0
CL13742,46-60,Arequipa,medio,3.29,1,2,0,0.0
CL13743,26-35,Pasco,medio,1.51,2,1,0,0.0
CL13744,36-45,Lima,medio,3.56,6,2,1,1113.41
CL13745,26-35,Lima,medio,3.1,6,2,0,0.0
CL13746,26-35,Ica,medio,2.93,4,0,1,485.91
CL13747,46-60,Lima,bajo,1.52,5,2,0,0.0
CL13748,26-35,Huancavelica,medio,1.85,5,0,1,860.15
CL13749,18-25,Huánuco,medio,1.01,4,0,0,0.0
CL13750,36-45,Lima,medio,3.34,7,1,0,0.0
CL13751,36-45,Ayacucho,bajo,2.54,9,2,0,0.0
CL13752,18-25,Lima,bajo,1.96,2,4,1,571.61
CL13753,46-60,Puno,bajo,2.36,5,3,0,0.0
CL13754,26-35,Arequipa,bajo,3.55,4,4,0,0.0
CL13755,26-35,San Martín,bajo,1.36,12,0,1,623.76
CL13756,36-45,Apurímac,bajo,2.06,4,1,1,240.75
CL13757,46-60,Junín,bajo,0.92,7,1,0,0.0
CL13758,46-60,Lima,medio,1.45,4,4,1,1151.17
CL13759,46-60,Lima,alto,2.25,6,2,1,1157.58
CL13760,26-35,Arequipa,alto,3.58,10,0,1,990.52
CL13761,46-60,Pasco,bajo,3.14,4,0,0,0.0
CL13762,18-25,Ucayali,bajo,3.49,1,0,0,0.0
